MSO Group Name,Shop,WeekEndingCY,Net Sales - CY,Sales / Day,Net Sales - PY,Net Sales - YoY %,CPD,CPD - PY,Cars,Cars - PY,Cars - YoY %,Discounts $ - CY,Discounts % - CY,Discounts per Car - CY,Net ARO - CY,Net ARO - PY,Net ARO - YoY %,Prem Oil % - CY,Premium Oil % - PY,High Mileage Opportunity - CY,Big 5 % - CY,Air Filter % - CY,Wiper Blades % - CY,Premium Wiper Blades % - CY,Cabin Filter % - CY,Coolant % - CY,Fuel System Cleaner % - CY ,Oil Change Ticket Average - CY,BayTime,Customers New % - CY,Customers Repeat % - CY,Emission Tickets - CY,Emission Gross ARO - CY,Emissions with Oil Change Tickets - CY,Emissions with Big 5 % - CY,Emissions Penetration %,Fleet % of Oil Changes - CY,Fleet % of Oil Changes - PY,Fleet ARO - CY,Fleet Discount $ - CY,Fleet Discount % - CY,Fleet Net Sales - CY,Fleet Oil Changes - CY
WSM Ventures,1198,7/27/2024,"$24,173.05","$3,453","$22,675.65",6.6%,37.1,34.0,260,238,9.2%,"$3,988.72",14.2%,$15.34,$92.97,$95.28,-2.4%,98.1%,87.8%,0.0%,46.9%,18.8%,7.3%,0.8%,11.2%,4.2%,5.4%,$92.29,10.9,29.3%,73.8%,0,$0.00,0,0.0%,0.0%,3.1%,20.6%,$118.87,$89.00,8.6%,$950.96,8
WSM Ventures,1199,7/27/2024,"$27,620.05","$3,946","$27,045.78",2.1%,37.0,38.3,259,268,-3.4%,"$3,842.86",12.2%,$14.84,$106.64,$100.92,5.7%,85.7%,82.8%,0.0%,60.6%,23.6%,11.2%,9.3%,14.3%,6.2%,5.4%,$106.12,9.8,28.5%,71.9%,0,$0.00,0,0.0%,0.0%,5.0%,3.4%,$124.54,$241.23,13.0%,"$1,618.97",13
WSM Ventures,1200,7/27/2024,"$30,407.86","$4,344","$31,522.48",-3.5%,40.9,44.4,286,311,-8.0%,"$2,838.84",8.5%,$9.93,$106.32,$101.36,4.9%,89.2%,83.6%,0.0%,37.4%,9.8%,6.6%,5.9%,3.5%,1.7%,15.7%,$101.31,10.2,31.7%,72.6%,98,$27.37,12,1.0%,34.3%,2.8%,3.2%,$111.84,$190.07,17.5%,$894.68,8
WSM Ventures,1201,7/27/2024,"$23,784.70","$3,398","$20,064.89",18.5%,32.0,28.7,224,201,11.4%,"$3,682.90",13.4%,$16.44,$106.18,$99.83,6.4%,95.5%,87.1%,0.0%,56.3%,24.1%,5.4%,3.1%,10.3%,11.6%,4.9%,$105.04,9.2,24.2%,70.3%,0,$0.00,0,0.0%,0.0%,1.3%,9.5%,$91.32,$53.93,16.4%,$273.97,3
WSM Ventures,1202,7/27/2024,"$33,140.51","$4,734","$30,731.90",7.8%,41.9,41.3,293,289,1.4%,"$4,053.80",10.9%,$13.84,$113.11,$106.34,6.4%,91.1%,80.6%,0.0%,74.4%,31.7%,8.5%,4.4%,30.0%,3.1%,1.0%,$112.47,11.5,27.5%,73.7%,0,$0.00,0,0.0%,0.0%,1.7%,1.4%,$177.71,$136.66,13.3%,$888.56,5
WSM Ventures,1203,7/27/2024,"$16,812.03","$2,402","$15,153.52",10.9%,24.3,22.7,170,159,6.9%,"$2,353.21",12.3%,$13.84,$98.89,$95.31,3.8%,84.7%,77.4%,0.0%,53.5%,20.6%,8.8%,5.3%,11.2%,5.9%,7.1%,$96.81,12.9,32.1%,67.9%,0,$0.00,0,0.0%,0.0%,14.7%,13.8%,$74.55,$563.45,23.2%,"$1,863.87",25
WSM Ventures,1204,7/27/2024,"$26,498.06","$3,785","$15,548.78",70.4%,33.9,23.1,237,162,46.3%,"$1,950.83",6.9%,$8.23,$111.81,$95.98,16.5%,90.3%,85.8%,0.0%,53.6%,19.4%,9.3%,6.3%,16.9%,5.5%,2.5%,$110.80,12.5,35.7%,59.2%,7,$22.62,0,14.3%,3.0%,2.5%,2.5%,$104.90,$110.42,14.9%,$629.38,6
WSM Ventures,1205,7/27/2024,"$27,591.71","$3,942","$28,898.53",-4.5%,37.1,38.6,260,270,-3.7%,"$3,132.00",10.2%,$12.05,$106.12,$107.03,-0.8%,88.8%,87.4%,0.0%,58.8%,20.8%,8.8%,2.7%,10.0%,11.2%,8.1%,$104.82,8.7,32.0%,66.0%,0,$0.00,0,0.0%,0.0%,8.8%,10.4%,$75.66,$552.84,24.1%,"$1,740.26",23
WSM Ventures,1206,7/27/2024,"$16,791.52","$2,399","$18,121.90",-7.3%,26.0,22.7,182,159,14.5%,"$2,924.36",14.8%,$16.07,$92.26,$113.97,-19.1%,88.5%,92.5%,0.0%,29.7%,13.7%,5.5%,3.8%,6.6%,1.6%,2.2%,$92.14,10.5,30.9%,67.6%,0,$0.00,0,0.0%,0.0%,7.7%,5.0%,$81.80,$717.27,38.5%,"$1,145.20",14
WSM Ventures,1207,7/27/2024,"$15,414.18","$2,202","$15,789.73",-2.4%,24.6,24.3,172,170,1.2%,"$2,465.26",13.8%,$14.33,$89.62,$92.88,-3.5%,86.6%,79.4%,0.0%,34.3%,11.6%,4.1%,1.2%,5.8%,2.3%,10.5%,$87.75,9.4,29.0%,71.0%,0,$0.00,0,0.0%,0.0%,4.7%,7.6%,$71.92,$266.43,31.7%,$575.36,8
WSM Ventures,1598,7/27/2024,"$14,005.05","$2,001","$13,153.59",6.5%,19.4,20.7,136,145,-6.2%,"$1,760.38",11.2%,$12.94,$102.98,$90.71,13.5%,84.6%,81.4%,0.0%,57.4%,22.8%,5.9%,3.7%,14.7%,4.4%,9.6%,$101.82,10.6,22.0%,74.1%,0,$0.00,0,0.0%,0.0%,16.2%,16.6%,$98.20,$524.82,19.5%,"$2,160.35",22
WSM Ventures,1599,7/27/2024,"$18,553.20","$2,650","$23,923.11",-22.4%,26.9,36.0,188,252,-25.4%,"$4,422.52",19.2%,$23.52,$98.69,$94.93,4.0%,94.7%,87.3%,0.0%,66.5%,22.9%,14.9%,7.4%,19.7%,5.3%,3.7%,$97.11,14.8,22.2%,77.9%,0,$0.00,0,0.0%,0.0%,8.0%,4.0%,$115.31,$264.39,13.3%,"$1,729.59",15
WSM Ventures,1600,7/27/2024,"$13,773.46","$1,968","$14,646.12",-6.0%,20.0,23.0,140,161,-13.0%,"$1,986.66",12.6%,$14.19,$98.38,$90.97,8.1%,87.1%,78.9%,0.0%,51.4%,21.4%,4.3%,2.9%,9.3%,10.0%,6.4%,$97.00,11.0,21.4%,78.7%,0,$0.00,0,0.0%,0.0%,19.3%,10.6%,$87.21,$680.79,22.4%,"$2,354.79",27
WSM Ventures,1198,8/3/2024,"$23,141.02","$3,306","$27,901.07",-17.1%,35.7,42.3,250,296,-15.5%,"$4,048.54",14.9%,$16.19,$92.56,$94.26,-1.8%,98.4%,86.1%,0.0%,42.0%,16.4%,10.0%,6.0%,10.0%,2.0%,3.6%,$91.36,11.1,26.0%,72.6%,0,$0.00,0,0.0%,0.0%,3.2%,17.6%,$98.52,$221.30,21.9%,$788.14,8
WSM Ventures,1199,8/3/2024,"$25,924.94","$3,704","$25,691.74",0.9%,36.7,35.6,257,249,3.2%,"$3,286.55",11.3%,$12.79,$100.88,$103.18,-2.2%,82.9%,88.0%,0.0%,47.5%,24.5%,9.3%,8.2%,7.0%,2.7%,3.9%,$100.52,9.6,28.5%,71.5%,0,$0.00,0,0.0%,0.0%,6.2%,4.0%,$115.39,$317.57,14.7%,"$1,846.23",16
WSM Ventures,1200,8/3/2024,"$29,412.27","$4,202","$26,668.37",10.3%,36.1,37.0,253,259,-2.3%,"$3,025.44",9.3%,$11.96,$116.25,$102.97,12.9%,90.5%,78.4%,0.0%,55.7%,21.3%,5.5%,5.1%,4.0%,7.5%,16.6%,$109.41,11.2,30.7%,70.1%,123,$29.07,15,1.6%,48.6%,1.2%,2.3%,$99.56,$28.98,8.8%,$298.68,3
WSM Ventures,1201,8/3/2024,"$22,779.93","$3,254","$18,271.33",24.7%,30.0,27.1,210,190,10.5%,"$3,477.73",13.2%,$16.56,$108.48,$96.16,12.8%,96.7%,86.8%,0.0%,56.7%,24.3%,6.7%,2.9%,13.3%,10.0%,2.4%,$105.80,9.5,29.6%,69.9%,0,$0.00,0,0.0%,0.0%,2.9%,10.5%,$102.48,$134.90,18.0%,$614.88,6
WSM Ventures,1202,8/3/2024,"$33,217.22","$4,745","$31,462.62",5.6%,42.6,45.3,298,317,-6.0%,"$3,389.54",9.3%,$11.37,$111.47,$99.25,12.3%,89.3%,83.6%,0.0%,61.1%,24.8%,9.1%,3.7%,24.5%,2.0%,0.7%,$109.99,12.3,27.2%,72.5%,0,$0.00,0,0.0%,0.0%,3.0%,1.6%,$186.79,$57.33,3.3%,"$1,681.13",9
WSM Ventures,1203,8/3/2024,"$16,603.46","$2,372","$13,626.45",21.8%,26.0,19.6,182,137,32.8%,"$2,345.67",12.4%,$12.89,$91.23,$99.46,-8.3%,84.1%,82.5%,0.0%,39.6%,17.6%,8.2%,4.9%,4.4%,3.3%,6.0%,$90.65,12.3,35.8%,65.6%,0,$0.00,0,0.0%,0.0%,20.3%,5.1%,$83.64,$803.04,20.6%,"$3,094.79",37
WSM Ventures,1204,8/3/2024,"$23,900.38","$3,414","$18,799.23",27.1%,33.0,26.0,231,182,26.9%,"$2,676.63",10.1%,$11.59,$103.46,$103.29,0.2%,82.3%,87.4%,0.0%,51.9%,19.5%,10.0%,6.9%,10.4%,6.5%,5.6%,$101.90,12.1,39.2%,61.6%,10,$26.90,1,0.0%,4.3%,2.2%,3.3%,$94.26,$42.57,8.3%,$471.30,5
WSM Ventures,1205,8/3/2024,"$27,725.58","$3,961","$25,567.69",8.4%,36.3,32.7,254,229,10.9%,"$2,716.78",8.9%,$10.70,$109.16,$111.65,-2.2%,90.2%,89.5%,0.0%,62.6%,20.5%,9.4%,5.5%,9.1%,9.4%,14.2%,$107.32,9.4,30.8%,67.2%,0,$0.00,0,0.0%,0.0%,11.8%,5.7%,$89.81,$745.68,21.7%,"$2,694.29",30
WSM Ventures,1206,8/3/2024,"$17,763.69","$2,538","$18,195.06",-2.4%,25.9,22.7,181,159,13.8%,"$2,825.21",13.7%,$15.61,$98.14,$114.43,-14.2%,89.5%,96.2%,0.0%,34.8%,19.9%,7.2%,6.6%,5.5%,1.1%,1.1%,$97.72,10.1,34.8%,67.9%,0,$0.00,0,0.0%,0.0%,9.9%,4.4%,$93.62,$943.66,35.9%,"$1,685.10",18
WSM Ventures,1207,8/3/2024,"$15,303.32","$2,186","$16,496.27",-7.2%,25.6,26.1,179,183,-2.2%,"$2,290.94",13.0%,$12.80,$85.49,$90.14,-5.2%,83.8%,82.5%,0.0%,30.7%,11.7%,6.7%,1.1%,4.5%,1.1%,6.7%,$84.44,9.3,28.1%,71.0%,0,$0.00,0,0.0%,0.0%,5.0%,7.7%,$61.43,$218.89,28.4%,$552.88,9
WSM Ventures,1598,8/3/2024,"$15,034.30","$2,148","$14,379.56",4.6%,20.7,24.1,145,169,-14.2%,"$2,223.92",12.9%,$15.34,$103.68,$85.09,21.9%,89.7%,75.1%,0.0%,69.0%,25.5%,9.0%,6.9%,19.3%,4.8%,10.3%,$102.69,11.3,28.6%,74.9%,0,$0.00,0,0.0%,0.0%,13.8%,20.7%,$100.74,$737.28,26.8%,"$2,014.88",20
WSM Ventures,1599,8/3/2024,"$17,724.05","$2,532","$23,012.11",-23.0%,24.9,31.7,174,222,-21.6%,"$3,250.20",15.5%,$18.68,$101.86,$103.66,-1.7%,94.3%,85.1%,0.0%,64.4%,21.8%,6.9%,6.3%,23.6%,7.5%,4.6%,$100.16,13.2,22.5%,76.6%,0,$0.00,0,0.0%,0.0%,6.3%,4.5%,$115.83,$243.73,16.1%,"$1,274.16",11
WSM Ventures,1600,8/3/2024,"$12,225.90","$1,747","$12,333.77",-0.9%,17.4,21.8,122,131,-6.9%,"$1,644.77",11.9%,$13.48,$100.21,$94.15,6.4%,87.7%,84.0%,0.0%,56.6%,23.0%,6.6%,4.9%,10.7%,4.9%,11.5%,$99.77,11.2,17.7%,77.7%,0,$0.00,0,0.0%,0.0%,17.2%,13.7%,$91.67,$497.28,20.5%,"$1,925.01",21
WSM Ventures,1198,8/10/2024,"$20,523.33","$2,932","$24,833.92",-17.4%,30.6,38.9,214,272,-21.3%,"$3,266.71",13.7%,$15.27,$95.90,$91.30,5.0%,97.7%,76.5%,0.0%,53.7%,16.4%,9.3%,4.2%,16.8%,4.2%,7.0%,$93.97,11.2,27.3%,72.4%,0,$0.00,0,0.0%,0.0%,9.8%,18.8%,$85.01,$635.93,26.3%,"$1,785.13",21
WSM Ventures,1199,8/10/2024,"$28,543.88","$4,078","$22,011.07",29.7%,41.9,32.4,293,227,29.1%,"$3,381.21",10.6%,$11.54,$97.42,$96.97,0.5%,82.9%,79.3%,0.0%,43.0%,23.5%,6.8%,3.4%,7.8%,1.4%,3.4%,$97.27,8.8,28.9%,70.7%,0,$0.00,0,0.0%,0.0%,4.4%,3.1%,$97.31,$163.60,11.5%,"$1,265.02",13
WSM Ventures,1200,8/10/2024,"$26,512.09","$3,787","$27,643.89",-4.1%,33.9,36.9,237,258,-8.1%,"$2,498.73",8.6%,$10.54,$111.87,$107.15,4.4%,86.1%,86.8%,0.0%,47.7%,22.8%,8.4%,6.8%,3.8%,7.2%,5.5%,$107.14,10.6,31.0%,71.3%,69,$19.48,3,0.0%,29.1%,1.3%,0.8%,$107.95,$41.55,11.4%,$323.84,3
WSM Ventures,1201,8/10/2024,"$23,368.07","$3,338","$19,970.71",17.0%,29.0,26.6,203,186,9.1%,"$3,368.79",12.6%,$16.60,$115.11,$107.37,7.2%,94.1%,89.8%,0.0%,59.1%,24.1%,3.9%,1.5%,12.8%,16.7%,1.5%,$112.49,10.2,25.4%,70.7%,0,$0.00,0,0.0%,0.0%,3.0%,6.5%,$97.75,$119.81,17.0%,$586.49,6
WSM Ventures,1202,8/10/2024,"$24,725.87","$3,532","$26,571.08",-6.9%,31.3,37.4,219,262,-16.4%,"$2,969.66",10.7%,$13.56,$112.90,$101.42,11.3%,92.7%,84.0%,0.0%,70.3%,27.4%,11.9%,8.2%,27.9%,1.8%,1.4%,$111.70,11.9,23.1%,74.1%,0,$0.00,0,0.0%,0.0%,2.3%,0.8%,$110.48,$241.10,30.4%,$552.39,5
WSM Ventures,1203,8/10/2024,"$16,867.55","$2,410","$13,156.71",28.2%,22.7,19.6,159,137,16.1%,"$2,462.26",12.7%,$15.49,$106.09,$96.03,10.5%,88.1%,83.2%,0.0%,71.1%,28.3%,10.7%,7.5%,14.5%,8.8%,8.8%,$104.87,13.8,36.6%,64.0%,0,$0.00,0,0.0%,0.0%,20.8%,14.6%,$88.58,$868.78,22.9%,"$2,923.17",33
WSM Ventures,1204,8/10/2024,"$26,141.99","$3,735","$16,671.57",56.8%,33.1,22.6,232,158,46.8%,"$2,525.01",8.8%,$10.88,$112.68,$105.52,6.8%,87.1%,90.5%,0.0%,65.1%,21.1%,10.3%,6.0%,16.8%,9.9%,6.9%,$110.84,12.7,35.7%,61.2%,4,$13.18,0,0.0%,1.7%,6.0%,1.3%,$117.06,$229.08,12.3%,"$1,638.89",14
WSM Ventures,1205,8/10/2024,"$29,711.50","$4,245","$26,965.64",10.2%,40.7,35.9,285,251,13.5%,"$3,598.11",10.8%,$12.62,$104.25,$107.43,-3.0%,89.5%,89.2%,0.0%,56.1%,20.7%,9.1%,4.9%,6.7%,9.5%,10.2%,$103.30,9.5,29.8%,66.1%,0,$0.00,0,0.0%,0.0%,10.5%,8.0%,$70.79,$792.73,27.2%,"$2,123.66",30
WSM Ventures,1206,8/10/2024,"$16,620.02","$2,374","$15,625.68",6.4%,24.0,19.9,168,139,20.9%,"$2,552.22",13.3%,$15.19,$98.93,$112.41,-12.0%,92.9%,97.8%,0.0%,37.5%,17.9%,6.5%,5.4%,10.1%,1.2%,1.8%,$98.70,10.1,34.9%,65.9%,0,$0.00,0,0.0%,0.0%,5.4%,5.0%,$92.91,$369.46,30.6%,$836.21,9
WSM Ventures,1207,8/10/2024,"$15,395.63","$2,199","$19,584.73",-21.4%,23.7,30.7,166,215,-22.8%,"$2,575.95",14.3%,$15.52,$92.74,$91.09,1.8%,87.3%,77.2%,0.0%,44.0%,16.9%,7.2%,4.2%,7.8%,3.0%,9.0%,$89.99,9.8,25.6%,71.4%,0,$0.00,0,0.0%,0.0%,6.6%,8.8%,$74.02,$565.29,41.0%,$814.23,11
WSM Ventures,1598,8/10/2024,"$13,718.19","$1,960","$13,117.87",4.6%,18.4,22.0,129,154,-16.2%,"$1,601.02",10.5%,$12.41,$106.34,$85.18,24.8%,87.6%,77.3%,0.0%,61.2%,23.3%,9.3%,7.0%,17.1%,4.7%,7.0%,$103.79,11.8,18.8%,77.3%,0,$0.00,0,0.0%,0.0%,15.5%,20.8%,$91.70,$538.70,22.7%,"$1,834.00",20
WSM Ventures,1599,8/10/2024,"$22,269.89","$3,181","$20,231.19",10.1%,28.4,28.7,199,201,-1.0%,"$3,466.64",13.5%,$17.42,$111.91,$100.65,11.2%,93.0%,87.6%,0.0%,75.9%,24.1%,12.1%,8.5%,21.6%,11.6%,6.5%,$110.09,16.1,23.7%,75.7%,0,$0.00,0,0.0%,0.0%,9.5%,3.0%,$95.68,$574.71,24.0%,"$1,817.91",19
WSM Ventures,1600,8/10/2024,"$14,541.61","$2,077","$17,900.80",-18.8%,20.6,24.4,144,171,-15.8%,"$1,490.11",9.3%,$10.35,$100.98,$104.68,-3.5%,86.8%,84.2%,0.0%,52.8%,16.7%,9.7%,7.6%,11.1%,6.9%,8.3%,$99.53,11.3,19.4%,79.1%,0,$0.00,0,0.0%,0.0%,15.3%,15.8%,$85.64,$465.13,19.8%,"$1,884.10",22
WSM Ventures,1198,8/17/2024,"$24,647.87","$3,521","$28,092.75",-12.3%,35.3,43.9,247,307,-19.5%,"$3,902.26",13.7%,$15.80,$99.79,$91.51,9.1%,96.0%,77.9%,0.0%,54.3%,16.2%,7.3%,2.8%,20.6%,6.1%,4.0%,$97.74,12.1,32.2%,72.3%,0,$0.00,0,0.0%,0.0%,6.5%,16.6%,$111.50,$416.39,18.9%,"$1,784.07",16
WSM Ventures,1199,8/17/2024,"$28,474.93","$4,068","$24,209.19",17.6%,41.0,36.7,287,257,11.7%,"$3,725.87",11.6%,$12.98,$99.22,$94.20,5.3%,85.7%,81.3%,0.0%,52.6%,24.4%,10.1%,6.6%,7.7%,2.1%,8.4%,$98.78,8.8,31.0%,70.4%,0,$0.00,0,0.0%,0.0%,4.9%,2.7%,$113.55,$246.85,13.4%,"$1,589.68",14
WSM Ventures,1200,8/17/2024,"$28,016.17","$4,002","$26,865.86",4.3%,38.0,36.7,266,257,3.5%,"$2,466.68",8.1%,$9.27,$105.32,$104.54,0.8%,90.2%,81.7%,0.0%,26.3%,10.5%,6.4%,3.0%,1.1%,3.0%,5.3%,$99.89,9.4,27.8%,72.6%,98,$37.98,20,0.0%,36.8%,1.5%,1.9%,$99.94,$59.22,12.9%,$399.74,4
WSM Ventures,1201,8/17/2024,"$21,099.69","$3,014","$20,732.09",1.8%,27.7,31.3,194,219,-11.4%,"$3,230.65",13.3%,$16.65,$108.76,$94.67,14.9%,96.9%,86.3%,0.0%,56.7%,25.3%,4.6%,2.6%,7.2%,15.5%,4.1%,$106.40,10.6,28.2%,71.2%,0,$0.00,0,0.0%,0.0%,5.7%,7.3%,$103.93,$304.35,21.0%,"$1,143.20",11
WSM Ventures,1202,8/17/2024,"$34,323.35","$4,903","$32,820.63",4.6%,46.0,43.3,322,303,6.3%,"$3,643.25",9.6%,$11.31,$106.59,$108.32,-1.6%,87.3%,84.5%,0.0%,57.8%,26.1%,12.1%,8.1%,18.3%,0.9%,0.3%,$105.80,11.3,25.8%,75.0%,0,$0.00,0,0.0%,0.0%,1.9%,3.0%,$153.65,$98.80,9.7%,$921.91,6
WSM Ventures,1203,8/17/2024,"$16,277.15","$2,325","$13,936.18",16.8%,23.3,22.4,163,157,3.8%,"$2,323.20",12.5%,$14.25,$99.86,$88.77,12.5%,88.3%,86.0%,0.0%,43.6%,19.0%,7.4%,4.9%,3.7%,7.4%,6.1%,$98.80,12.5,31.5%,66.9%,0,$0.00,0,0.0%,0.0%,19.0%,11.5%,$84.84,$814.93,23.7%,"$2,630.10",31
WSM Ventures,1204,8/17/2024,"$23,464.64","$3,352","$16,772.22",39.9%,31.4,23.4,220,164,34.1%,"$2,485.81",9.6%,$11.30,$106.66,$102.27,4.3%,88.6%,87.8%,0.0%,60.0%,22.7%,10.9%,5.9%,10.9%,7.7%,7.7%,$104.95,12.1,33.1%,62.2%,7,$26.17,1,0.0%,3.2%,2.3%,2.4%,$137.26,$45.25,6.2%,$686.28,5
WSM Ventures,1205,8/17/2024,"$32,621.97","$4,660","$26,690.13",22.2%,45.4,35.6,318,249,27.7%,"$3,554.18",9.8%,$11.18,$102.58,$107.19,-4.3%,89.9%,88.0%,0.0%,47.8%,15.4%,6.0%,3.5%,8.8%,9.4%,8.2%,$101.33,9.1,28.2%,66.8%,0,$0.00,0,0.0%,0.0%,10.4%,7.6%,$89.08,$740.97,20.1%,"$2,939.80",33
WSM Ventures,1206,8/17/2024,"$20,736.98","$2,962","$14,866.46",39.5%,30.0,19.3,210,135,55.6%,"$3,422.54",14.2%,$16.30,$98.75,$110.12,-10.3%,91.9%,94.8%,0.0%,43.3%,19.5%,8.1%,6.2%,13.3%,1.4%,1.0%,$98.55,10.7,40.7%,64.1%,0,$0.00,0,0.0%,0.0%,6.2%,5.9%,$85.05,$637.87,36.6%,"$1,105.68",13
WSM Ventures,1207,8/17/2024,"$18,921.20","$2,703","$15,394.03",22.9%,29.7,26.9,208,188,10.6%,"$3,058.16",13.9%,$14.70,$90.97,$81.88,11.1%,85.6%,73.4%,0.0%,40.4%,18.8%,7.7%,2.4%,5.3%,1.9%,6.7%,$89.79,10.6,24.6%,72.5%,0,$0.00,0,0.0%,0.0%,8.7%,13.8%,$79.95,$659.15,31.4%,"$1,439.02",18
WSM Ventures,1598,8/17/2024,"$13,415.83","$1,917","$16,177.19",-17.1%,18.9,25.1,132,176,-25.0%,"$1,980.11",12.9%,$15.00,$101.64,$91.92,10.6%,85.6%,79.0%,0.0%,56.1%,20.5%,11.4%,5.3%,9.1%,8.3%,6.8%,$100.83,12.6,22.7%,77.1%,0,$0.00,0,0.0%,0.0%,23.5%,19.9%,$101.65,$853.71,21.3%,"$3,151.10",31
WSM Ventures,1599,8/17/2024,"$24,859.38","$3,551","$18,537.16",34.1%,29.9,29.3,209,205,2.0%,"$2,508.31",9.2%,$12.00,$118.94,$90.43,31.5%,91.9%,89.3%,0.0%,79.9%,29.2%,10.5%,6.7%,23.4%,12.0%,4.8%,$118.68,15.0,19.7%,77.8%,0,$0.00,0,0.0%,0.0%,8.1%,2.0%,$124.26,$356.92,14.5%,"$2,112.39",17
WSM Ventures,1600,8/17/2024,"$16,789.69","$2,399","$17,164.72",-2.2%,24.6,24.9,172,174,-1.1%,"$2,266.16",11.9%,$13.18,$97.61,$98.65,-1.0%,87.8%,80.5%,0.0%,45.9%,15.1%,8.7%,5.8%,5.2%,11.0%,5.8%,$94.80,11.1,21.2%,77.1%,0,$0.00,0,0.0%,0.0%,16.9%,11.5%,$90.24,$719.94,21.6%,"$2,617.03",29
WSM Ventures,1198,8/24/2024,"$25,541.39","$3,649","$28,859.72",-11.5%,38.6,40.9,270,286,-5.6%,"$3,979.94",13.5%,$14.74,$94.60,$100.91,-6.3%,93.3%,83.6%,0.0%,39.6%,16.3%,4.4%,2.6%,14.1%,3.3%,1.5%,$94.22,12.0,27.3%,73.2%,0,$0.00,0,0.0%,0.0%,5.2%,16.8%,$87.89,$383.58,23.8%,"$1,230.48",14
WSM Ventures,1199,8/24/2024,"$24,325.77","$3,475","$23,198.06",4.9%,34.4,34.6,241,242,-0.4%,"$2,787.82",10.3%,$11.57,$100.94,$95.86,5.3%,81.3%,83.9%,0.0%,51.9%,28.6%,9.5%,2.9%,6.6%,2.5%,4.6%,$100.70,9.1,32.7%,71.2%,0,$0.00,0,0.0%,0.0%,3.3%,5.0%,$102.41,$181.44,18.1%,$819.25,8
WSM Ventures,1200,8/24/2024,"$23,766.62","$3,395","$27,817.11",-14.6%,35.7,34.6,250,242,3.3%,"$2,820.63",10.6%,$11.28,$95.07,$114.95,-17.3%,81.2%,82.2%,0.0%,18.8%,9.6%,2.8%,2.8%,3.2%,1.6%,1.6%,$90.29,9.4,33.1%,71.2%,88,$38.20,19,2.3%,35.2%,4.4%,2.9%,$91.74,$160.12,13.7%,"$1,009.12",11
WSM Ventures,1201,8/24/2024,"$23,165.64","$3,309","$21,731.83",6.6%,30.1,30.9,211,216,-2.3%,"$3,265.80",12.4%,$15.48,$109.79,$100.61,9.1%,93.8%,92.1%,0.0%,48.8%,17.5%,4.7%,2.8%,8.5%,13.7%,4.3%,$109.71,10.3,37.2%,70.2%,0,$0.00,0,0.0%,0.0%,4.7%,8.3%,$100.51,$293.49,22.6%,"$1,005.09",10
WSM Ventures,1202,8/24/2024,"$36,300.03","$5,186","$26,225.75",38.4%,45.9,35.9,321,251,27.9%,"$3,627.57",9.1%,$11.30,$113.08,$104.49,8.2%,90.7%,80.1%,0.0%,61.4%,24.3%,10.0%,5.3%,24.0%,3.1%,0.0%,$112.59,11.9,24.0%,73.2%,0,$0.00,0,0.0%,0.0%,3.1%,2.4%,$187.60,$113.91,5.7%,"$1,876.03",10
WSM Ventures,1203,8/24/2024,"$17,512.35","$2,502","$13,102.95",33.7%,22.7,18.6,159,130,22.3%,"$2,351.04",11.8%,$14.79,$110.14,$100.79,9.3%,89.9%,84.6%,0.0%,58.5%,22.6%,9.4%,5.0%,8.8%,10.1%,7.5%,$109.17,13.3,36.6%,66.6%,0,$0.00,0,0.0%,0.0%,21.4%,9.2%,$85.23,$903.70,23.8%,"$2,897.96",34
WSM Ventures,1204,8/24/2024,"$24,384.52","$3,484","$16,605.86",46.8%,31.1,23.0,218,161,35.4%,"$2,218.42",8.3%,$10.18,$111.86,$103.14,8.4%,86.2%,82.6%,0.0%,63.3%,23.4%,9.6%,5.5%,17.0%,6.9%,6.4%,$111.12,12.2,34.0%,63.6%,2,$13.18,0,0.0%,0.9%,1.4%,1.9%,$108.10,$49.60,13.3%,$324.29,3
WSM Ventures,1205,8/24/2024,"$26,626.41","$3,804","$26,267.54",1.4%,37.3,36.1,261,253,3.2%,"$2,799.22",9.5%,$10.72,$102.02,$103.82,-1.7%,87.0%,86.2%,0.0%,44.4%,13.8%,6.9%,3.8%,8.4%,8.4%,6.9%,$100.89,8.7,35.0%,66.4%,0,$0.00,0,0.0%,0.0%,11.5%,5.1%,$88.75,$678.06,20.3%,"$2,662.50",30
WSM Ventures,1206,8/24/2024,"$22,659.74","$3,237","$17,482.20",29.6%,31.6,22.3,221,156,41.7%,"$4,486.62",16.5%,$20.30,$102.53,$112.07,-8.5%,97.3%,96.8%,0.0%,53.8%,29.0%,9.5%,6.8%,10.0%,3.2%,2.3%,$102.02,11.1,34.5%,65.6%,0,$0.00,0,0.0%,0.0%,8.1%,8.3%,$69.54,$742.33,37.2%,"$1,251.63",18
WSM Ventures,1207,8/24/2024,"$15,770.72","$2,253","$14,528.24",8.6%,26.0,23.7,182,166,9.6%,"$2,719.20",14.7%,$14.94,$86.65,$87.52,-1.0%,80.2%,78.9%,0.0%,39.6%,17.6%,5.5%,1.6%,6.6%,1.6%,8.2%,$84.98,10.2,28.2%,71.8%,0,$0.00,0,0.0%,0.0%,6.6%,8.4%,$75.29,$362.22,28.6%,$903.42,12
